map_type,data.name,data.attribute,interval,prm_label,realization,minimum value,maximum value,mean value,std value,lower_limit,upper_limit,file_path
observed,basevolantis,amplitude_rms,20180701_20180101,20180701-20180101,---,3.592530629248358e-05,0.0238514207303524,0.0022474881685400913,0.0012263096826012874,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/observations/maps/basevolantis--amplitude_rms--20180701_20180101.gri
observed,therys,relai_mean,20200701_20180101,20200701-20180101,---,-0.054654810577631,0.05208786204457283,-0.0006597904055435955,0.006723887210785089,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/observations/maps/therys--relai_mean--20200701_20180101.gri
observed,basevolantis,amplitude_mean,20180701_20180101,20180701-20180101,---,-0.02614413946866989,0.013707136735320091,-0.0001261641343017904,0.0019149889267994424,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/observations/maps/basevolantis--amplitude_mean--20180701_20180101.gri
observed,topvolantis,amplitude_rms,20190701_20180101,20190701-20180101,---,0.00018895477114710957,0.03901097923517227,0.0025386204536675477,0.0023858325633484352,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/observations/maps/topvolantis--amplitude_rms--20190701_20180101.gri
observed,volon,relai_mean,20190701_20180101,20190701-20180101,---,-0.03287411481142044,0.05132550746202469,0.0004050441251801818,0.004589629366687132,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/observations/maps/volon--relai_mean--20190701_20180101.gri
observed,topvolantis,amplitude_mean,20200701_20180101,20200701-20180101,---,-0.04808809980750084,0.03120371885597706,-9.777839140114534e-05,0.004417360900708036,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/observations/maps/topvolantis--amplitude_mean--20200701_20180101.gri
observed,valysar,relai_mean,20200701_20180101,20200701-20180101,---,-0.0762118399143219,0.045368120074272156,-0.00021722595727362184,0.007172001636482053,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/observations/maps/valysar--relai_mean--20200701_20180101.gri
observed,volon,relai_mean,20200701_20180101,20200701-20180101,---,-0.0588405579328537,0.0585806742310524,0.00039921191269524773,0.006290629939740545,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/observations/maps/volon--relai_mean--20200701_20180101.gri
simulated,basevolantis,amplitude_mean,20190701_20180101,20190701-20180101,realization-0,-0.031147148460149765,0.030064720660448074,-0.0013000761648811982,0.003009036889308613,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/basevolantis--amplitude_mean--20190701_20180101.gri
simulated,therys,average_pressure,20190701_20180101,20190701-20180101,realization-0,-147.2557830810547,11.61512565612793,-25.794176690533764,15.320758571382923,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--average_pressure--20190701_20180101.gri
simulated,all,average_sgas,20190701_20180101,20190701-20180101,realization-0,-0.08369264751672745,0.18999317288398743,0.0036833348120350815,0.013694215937116215,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--average_sgas--20190701_20180101.gri
simulated,valysar,oilthickness,20190701_20180101,20190701-20180101,realization-0,-1.9961140155792236,2.136812686920166,-0.02052511602505738,0.13866914633895616,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--oilthickness--20190701_20180101.gri
simulated,therys,average_wt1f,20180701_20180101,20180701-20180101,realization-0,8.464519562715584e-19,0.018837539479136467,0.0005147874067322581,0.0021571360908010507,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--average_wt1f--20180701_20180101.gri
simulated,valysar,average_sgas,20200701_20180101,20200701-20180101,realization-0,-0.1897968351840973,0.44494062662124634,0.008415843636130049,0.031912622203773486,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--average_sgas--20200701_20180101.gri
simulated,valysar,average_wt2f,20190701_20180101,20190701-20180101,realization-0,9.996021460896728e-20,0.005234287586063147,0.00021240468288820843,0.0007501805402250463,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--average_wt2f--20190701_20180101.gri
simulated,therys,average_wt1f,20200701_20180101,20200701-20180101,realization-0,9.506325626880449e-19,0.0030361157841980457,0.0002571460486023397,0.0005138617641794067,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--average_wt1f--20200701_20180101.gri
simulated,volon,average_soil,20190701_20180101,20190701-20180101,realization-0,-0.5874477624893188,0.5028771162033081,-0.048236583140106086,0.10899469070473541,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--average_soil--20190701_20180101.gri
simulated,all,average_pressure,20180701_20180101,20180701-20180101,realization-0,-43.90713882446289,23.228042602539062,-13.566402046036304,5.954984739348674,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--average_pressure--20180701_20180101.gri
simulated,volon,average_swat,20180701_20180101,20180701-20180101,realization-0,-0.22830292582511902,0.37696319818496704,0.009481201904605578,0.04459279349315259,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--average_swat--20180701_20180101.gri
simulated,volon,relai_mean,20180701_20180101,20180701-20180101,realization-0,-0.05075644329190254,0.03876519203186035,0.0005263251816224478,0.0027913972551060788,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--relai_mean--20180701_20180101.gri
simulated,all,average_pressure,20200701_20180101,20200701-20180101,realization-0,-104.30178833007812,20.008440017700195,-24.16253037666802,13.9457099057811,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--average_pressure--20200701_20180101.gri
simulated,volon,average_soil,20200701_20180101,20200701-20180101,realization-0,-0.6169717907905579,0.4888528883457184,-0.07261695924656786,0.13530831244781188,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--average_soil--20200701_20180101.gri
simulated,therys,average_wt2f,20200701_20180101,20200701-20180101,realization-0,5.922476701078607e-19,0.0031532342545688152,0.00022519793230594358,0.0004501692195757142,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--average_wt2f--20200701_20180101.gri
simulated,therys,relai_mean,20190701_20180101,20190701-20180101,realization-0,-0.06312242895364761,0.048635441809892654,0.0006747339234674157,0.007464451829838571,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--relai_mean--20190701_20180101.gri
simulated,volon,average_wt2f,20190701_20180101,20190701-20180101,realization-0,5.528566572538378e-19,0.007190516218543053,0.0002849364943878731,0.0009398082655604933,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--average_wt2f--20190701_20180101.gri
simulated,basevolantis,amplitude_rms,20200701_20180101,20200701-20180101,realization-0,8.158694981830195e-06,0.02976272441446781,0.002134285939236183,0.0036865150157703534,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/basevolantis--amplitude_rms--20200701_20180101.gri
simulated,all,oilthickness,20190701_20180101,20190701-20180101,realization-0,-2.7386300563812256,2.313572883605957,-0.05935509243072768,0.2766229173889922,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--oilthickness--20190701_20180101.gri
simulated,topvolantis,amplitude_mean,20180701_20180101,20180701-20180101,realization-0,-0.03941752016544342,0.020283492282032967,0.00020339735837599513,0.0015613104892089602,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/topvolantis--amplitude_mean--20180701_20180101.gri
simulated,therys,average_wt2f,20190701_20180101,20190701-20180101,realization-0,2.295312947176566e-20,0.005174179561436176,0.0003010070270835438,0.0007389121621882448,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--average_wt2f--20190701_20180101.gri
simulated,volon,average_sgas,20190701_20180101,20190701-20180101,realization-0,-0.5042728781700134,0.2832798957824707,0.001978481254160944,0.02431041158638898,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--average_sgas--20190701_20180101.gri
simulated,valysar,average_wt2f,20180701_20180101,20180701-20180101,realization-0,--,--,--,--,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--average_wt2f--20180701_20180101.gri
simulated,therys,average_soil,20190701_20180101,20190701-20180101,realization-0,-0.47832274436950684,0.23824894428253174,-0.038820856017375414,0.08102732680221109,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--average_soil--20190701_20180101.gri
simulated,basevolantis,amplitude_rms,20190701_20180101,20190701-20180101,realization-0,9.326296094513964e-06,0.029570234939455986,0.0018831082628306998,0.002889977375046024,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/basevolantis--amplitude_rms--20190701_20180101.gri
simulated,valysar,oilthickness,20200701_20180101,20200701-20180101,realization-0,-2.2321629524230957,2.419790267944336,-0.031810251713612826,0.1807780148262861,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--oilthickness--20200701_20180101.gri
simulated,all,average_pressure,20190701_20180101,20190701-20180101,realization-0,-106.53973388671875,19.52055549621582,-26.028835067442152,11.723800982388466,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--average_pressure--20190701_20180101.gri
simulated,valysar,average_pressure,20200701_20180101,20200701-20180101,realization-0,-150.10179138183594,39.24713897705078,-26.40279117007739,22.601012523138987,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--average_pressure--20200701_20180101.gri
simulated,valysar,relai_mean,20180701_20180101,20180701-20180101,realization-0,-0.055421069264411926,0.03433232754468918,-6.617922029530824e-05,0.0028561410264789397,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--relai_mean--20180701_20180101.gri
simulated,valysar,average_sgas,20190701_20180101,20190701-20180101,realization-0,-0.09884293377399445,0.3822098672389984,0.006397613782316822,0.024232355895975093,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--average_sgas--20190701_20180101.gri
simulated,valysar,average_soil,20190701_20180101,20190701-20180101,realization-0,-0.4825979769229889,0.4601937532424927,-0.025055725781538144,0.07134799140661338,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--average_soil--20190701_20180101.gri
simulated,topvolantis,amplitude_mean,20190701_20180101,20190701-20180101,realization-0,-0.06052171811461449,0.026758607476949692,0.00016351268844986847,0.0037816219629168324,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/topvolantis--amplitude_mean--20190701_20180101.gri
simulated,all,average_soil,20200701_20180101,20200701-20180101,realization-0,-0.32982903718948364,0.23026418685913086,-0.0442425872346288,0.0723314687421615,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--average_soil--20200701_20180101.gri
simulated,volon,average_swat,20200701_20180101,20200701-20180101,realization-0,-0.3910615146160126,0.6169717907905579,0.06969697798847829,0.13213224339954296,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--average_swat--20200701_20180101.gri
simulated,therys,oilthickness,20190701_20180101,20190701-20180101,realization-0,-1.2852365970611572,0.6201761364936829,-0.014973071244670481,0.09693705754224681,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--oilthickness--20190701_20180101.gri
simulated,valysar,average_wt2f,20200701_20180101,20200701-20180101,realization-0,2.3502364279933342e-18,0.003331579500809312,0.0001787773218473184,0.0004613111307710966,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--average_wt2f--20200701_20180101.gri
simulated,all,average_swat,20180701_20180101,20180701-20180101,realization-0,-0.12389133870601654,0.12461598217487335,0.0044485068369903066,0.016941369722821484,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--average_swat--20180701_20180101.gri
simulated,valysar,average_sgas,20180701_20180101,20180701-20180101,realization-0,-0.022502530366182327,0.17113423347473145,0.0019095270290090593,0.00945236247940596,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--average_sgas--20180701_20180101.gri
simulated,therys,oilthickness,20200701_20180101,20200701-20180101,realization-0,-1.4476503133773804,0.6493648290634155,-0.02314263081087267,0.12931945479720858,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--oilthickness--20200701_20180101.gri
simulated,volon,average_wt2f,20200701_20180101,20200701-20180101,realization-0,2.8464870996774253e-18,0.0038259723223745823,0.00020558831566414674,0.0005667372307478166,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--average_wt2f--20200701_20180101.gri
simulated,therys,average_swat,20200701_20180101,20200701-20180101,realization-0,-0.2675936818122864,0.5585981607437134,0.06049856324110825,0.11699431399119169,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--average_swat--20200701_20180101.gri
simulated,therys,average_wt2f,20180701_20180101,20180701-20180101,realization-0,--,--,--,--,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--average_wt2f--20180701_20180101.gri
simulated,volon,oilthickness,20200701_20180101,20200701-20180101,realization-0,-3.2499969005584717,0.6674413681030273,-0.038338505301357004,0.22245486280125928,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--oilthickness--20200701_20180101.gri
simulated,volon,average_sgas,20200701_20180101,20200701-20180101,realization-0,-0.4907222390174866,0.302477091550827,0.0017970977746261355,0.02547154543707522,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--average_sgas--20200701_20180101.gri
simulated,therys,oilthickness,20180701_20180101,20180701-20180101,realization-0,-0.8375744223594666,0.21652571856975555,-0.0020794876105014112,0.027712032261431513,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--oilthickness--20180701_20180101.gri
simulated,therys,relai_mean,20180701_20180101,20180701-20180101,realization-0,-0.041986316442489624,0.026779955253005028,0.0006355299757190334,0.002050609723294843,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--relai_mean--20180701_20180101.gri
simulated,valysar,average_pressure,20180701_20180101,20180701-20180101,realization-0,-57.404991149902344,43.66044235229492,-13.779540899321095,9.926300561053285,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--average_pressure--20180701_20180101.gri
simulated,volon,average_pressure,20200701_20180101,20200701-20180101,realization-0,-69.58878326416016,3.149726152420044,-23.002872616680758,6.99844969968665,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--average_pressure--20200701_20180101.gri
simulated,therys,average_sgas,20190701_20180101,20190701-20180101,realization-0,-0.12476646155118942,0.1474609524011612,0.004789961233213461,0.018487441532814418,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--average_sgas--20190701_20180101.gri
simulated,volon,average_pressure,20190701_20180101,20190701-20180101,realization-0,-73.45651245117188,2.3407387733459473,-25.755461902402757,6.990212655312917,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--average_pressure--20190701_20180101.gri
simulated,valysar,average_swat,20200701_20180101,20200701-20180101,realization-0,-0.5338215827941895,0.5205038785934448,0.026949432665662857,0.08586980933615286,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--average_swat--20200701_20180101.gri
simulated,topvolantis,amplitude_rms,20200701_20180101,20200701-20180101,realization-0,6.540899630635977e-05,0.04508054628968239,0.002171090990695987,0.003693395991238482,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/topvolantis--amplitude_rms--20200701_20180101.gri
simulated,volon,average_soil,20180701_20180101,20180701-20180101,realization-0,-0.37696319818496704,0.3076916038990021,-0.010570776464087703,0.047183884528705346,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--average_soil--20180701_20180101.gri
simulated,valysar,average_soil,20200701_20180101,20200701-20180101,realization-0,-0.5210589170455933,0.5215387940406799,-0.0388494953014138,0.09070411530410012,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--average_soil--20200701_20180101.gri
simulated,therys,average_wt1f,20190701_20180101,20190701-20180101,realization-0,2.0221747358984252e-18,0.0032883365638554096,0.00029953711062761997,0.0006361044037530412,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--average_wt1f--20190701_20180101.gri
simulated,therys,average_sgas,20200701_20180101,20200701-20180101,realization-0,-0.17635591328144073,0.17511510848999023,0.0035103097449891664,0.018510226796782932,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--average_sgas--20200701_20180101.gri
simulated,all,average_wt2f,20190701_20180101,20190701-20180101,realization-0,1.0577620550635858e-20,0.004806161858141422,0.000223763998004317,0.0006865437236837212,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--average_wt2f--20190701_20180101.gri
simulated,valysar,relai_mean,20190701_20180101,20190701-20180101,realization-0,-0.09543117135763168,0.04858679324388504,-0.0003355669804868396,0.007167033787401506,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--relai_mean--20190701_20180101.gri
simulated,valysar,average_wt1f,20190701_20180101,20190701-20180101,realization-0,1.6405989042671278e-18,0.003451324300840497,0.0002155104799820983,0.0005907451450771916,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--average_wt1f--20190701_20180101.gri
simulated,all,oilthickness,20180701_20180101,20180701-20180101,realization-0,-1.3551785945892334,1.4047971963882446,-0.011125542413721825,0.08308934258104611,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--oilthickness--20180701_20180101.gri
simulated,volon,oilthickness,20190701_20180101,20190701-20180101,realization-0,-2.0560269355773926,0.8290112614631653,-0.023856905240790895,0.15434345826304835,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--oilthickness--20190701_20180101.gri
simulated,valysar,average_wt1f,20200701_20180101,20200701-20180101,realization-0,1.645658121839261e-19,0.004196758847683668,0.00018867087826519011,0.0004756132272219318,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--average_wt1f--20200701_20180101.gri
simulated,therys,average_sgas,20180701_20180101,20180701-20180101,realization-0,-0.004145127255469561,0.032956428825855255,0.00027088145671777286,0.0022240676673383774,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--average_sgas--20180701_20180101.gri
simulated,valysar,average_pressure,20190701_20180101,20190701-20180101,realization-0,-111.99713134765625,40.44920349121094,-26.851917555017963,15.990979362248321,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--average_pressure--20190701_20180101.gri
simulated,all,average_wt1f,20190701_20180101,20190701-20180101,realization-0,9.593931291580174e-19,0.0023330680560320616,0.000229919144892823,0.0004925906872236377,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--average_wt1f--20190701_20180101.gri
simulated,all,average_soil,20190701_20180101,20190701-20180101,realization-0,-0.254960834980011,0.20330360531806946,-0.028328376435300177,0.05268575588221754,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--average_soil--20190701_20180101.gri
simulated,valysar,oilthickness,20180701_20180101,20180701-20180101,realization-0,-1.2886301279067993,1.3788425922393799,-0.005073144703995517,0.05289821900374203,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--oilthickness--20180701_20180101.gri
simulated,volon,average_swat,20190701_20180101,20190701-20180101,realization-0,-0.3765755891799927,0.5874163508415222,0.04497335624197192,0.10530642781158983,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--average_swat--20190701_20180101.gri
simulated,basevolantis,amplitude_mean,20200701_20180101,20200701-20180101,realization-0,-0.0389329269528389,0.030658815056085587,-0.00147413645878154,0.004127479615232593,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/basevolantis--amplitude_mean--20200701_20180101.gri
simulated,therys,average_swat,20180701_20180101,20180701-20180101,realization-0,-0.15128913521766663,0.21165874600410461,0.0037693770119356803,0.0211782474557753,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--average_swat--20180701_20180101.gri
simulated,topvolantis,amplitude_rms,20180701_20180101,20180701-20180101,realization-0,2.1133435438969173e-05,0.02829767018556595,0.0007647048955172802,0.0012129365101179851,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/topvolantis--amplitude_rms--20180701_20180101.gri
simulated,basevolantis,amplitude_rms,20180701_20180101,20180701-20180101,realization-0,4.9398895498597994e-06,0.021835966035723686,0.000830603020752926,0.0013823656635611374,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/basevolantis--amplitude_rms--20180701_20180101.gri
simulated,valysar,average_swat,20180701_20180101,20180701-20180101,realization-0,-0.29517945647239685,0.3021170198917389,0.003972251040292109,0.027457397013972366,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--average_swat--20180701_20180101.gri
simulated,all,average_soil,20180701_20180101,20180701-20180101,realization-0,-0.12461598217487335,0.12389133125543594,-0.00578831560592029,0.017682861031273363,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--average_soil--20180701_20180101.gri
simulated,all,average_swat,20190701_20180101,20190701-20180101,realization-0,-0.217050701379776,0.24292431771755219,0.0229029675836596,0.04956496405894545,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--average_swat--20190701_20180101.gri
simulated,therys,relai_mean,20200701_20180101,20200701-20180101,realization-0,-0.06858374178409576,0.0528779961168766,0.0008731901418127901,0.008587526932783644,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/therys--relai_mean--20200701_20180101.gri
simulated,all,average_sgas,20200701_20180101,20200701-20180101,realization-0,-0.11310543864965439,0.22073470056056976,0.004214048818830417,0.01642825635872714,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--average_sgas--20200701_20180101.gri
simulated,basevolantis,amplitude_mean,20180701_20180101,20180701-20180101,realization-0,-0.01874438114464283,0.026282500475645065,-0.0005840960976237261,0.0012674779452053497,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/basevolantis--amplitude_mean--20180701_20180101.gri
simulated,valysar,average_soil,20180701_20180101,20180701-20180101,realization-0,-0.3021170198917389,0.29517945647239685,-0.006581307780150813,0.029151713966056612,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/valysar--average_soil--20180701_20180101.gri
simulated,topvolantis,amplitude_rms,20190701_20180101,20190701-20180101,realization-0,6.684321124339476e-05,0.04311295226216316,0.0018244003346872145,0.0028002360720052934,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/topvolantis--amplitude_rms--20190701_20180101.gri
simulated,all,average_sgas,20180701_20180101,20180701-20180101,realization-0,-0.052394699305295944,0.083729587495327,0.0008558784620380677,0.004533752297895751,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/all--average_sgas--20180701_20180101.gri
simulated,volon,average_wt2f,20180701_20180101,20180701-20180101,realization-0,--,--,--,--,,,/scratch/fmu/eza/05_drogon_ahm/realization-0/iter-0/share/results/maps/volon--average_wt2f--20180701_20180101.gri
